Kinetics/Time

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8001886
Software Version:,,,"3.0,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,690_time
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,
Filename:,,,C:\Documents and Settings\DKN\My Documents\scott\interphenazine_clean\2019_11_13_PYO_ox_PBS_red_1.dux
Date Acquired:,,,"November 13, 2019 4:42 PM"

Analytical Wavelength:,,,690.0 nm
Bkg Wavelength:,,,250.0 nm
Bkg Correction:,,,No
Number of Samples:,,,1
Sample Assignment:,,,S
Interval Time:,,,1.5 sec
Total Time:,,,90.0 sec
Factor:,,,1.0000
Units:,,,mg/ml
Temperature:,,,N/A
Delta Abs:,,,No
Curve Offset:,,,None
Read Average Time:,,,0.50 sec

RATE DATA
,,Sample 1
Initial Time,,0.00
Final Time,,90.00
Factor,,1.0000
Rate dAbs/Min,,-0.0301
Corr Coeff,,-0.0944
Variance,,0.020175
Result unit/min,,0.0301

ANALYTICAL ABSORBANCES
Time,,Sample 1
0.00,,0.4396
1.50,,0.4396
3.00,,0.4396
4.50,,0.4396
6.00,,0.4396
7.50,,0.4388
9.00,,0.4396
10.50,,0.4396
12.00,,-0.3000
13.50,,-0.3000
15.00,,-0.3000
16.50,,0.1966
18.00,,0.2067
19.50,,0.2081
21.00,,0.2071
22.50,,0.2067
24.00,,0.2057
25.50,,0.2048
27.00,,0.2048
28.50,,0.2044
30.00,,0.2048
31.50,,0.2053
33.00,,0.2057
34.50,,0.2048
36.00,,0.2044
37.50,,0.2044
39.00,,0.2053
40.50,,0.2076
42.00,,0.2095
43.50,,0.2109
45.00,,0.2113
46.50,,0.2109
48.00,,0.2104
49.50,,0.2099
51.00,,0.2104
52.50,,0.2123
54.00,,0.2151
55.50,,0.2165
57.00,,0.2170
58.50,,0.2156
60.00,,0.2151
61.50,,0.2156
63.00,,0.2156
64.50,,0.2160
66.00,,0.2160
67.50,,0.2151
69.00,,0.2146
70.50,,0.2132
72.00,,0.2123
73.50,,0.2104
75.00,,0.2099
76.50,,0.2095
78.00,,0.2095
79.50,,0.2109
81.00,,0.2113
82.50,,0.2123
84.00,,0.2127
85.50,,0.2132
87.00,,0.2137
88.50,,0.2137
90.00,,0.2137

NET ABSORBANCES
Time,,Sample 1
0.00,,0.4396
1.50,,0.4396
3.00,,0.4396
4.50,,0.4396
6.00,,0.4396
7.50,,0.4388
9.00,,0.4396
10.50,,0.4396
12.00,,-0.3000
13.50,,-0.3000
15.00,,-0.3000
16.50,,0.1966
18.00,,0.2067
19.50,,0.2081
21.00,,0.2071
22.50,,0.2067
24.00,,0.2057
25.50,,0.2048
27.00,,0.2048
28.50,,0.2044
30.00,,0.2048
31.50,,0.2053
33.00,,0.2057
34.50,,0.2048
36.00,,0.2044
37.50,,0.2044
39.00,,0.2053
40.50,,0.2076
42.00,,0.2095
43.50,,0.2109
45.00,,0.2113
46.50,,0.2109
48.00,,0.2104
49.50,,0.2099
51.00,,0.2104
52.50,,0.2123
54.00,,0.2151
55.50,,0.2165
57.00,,0.2170
58.50,,0.2156
60.00,,0.2151
61.50,,0.2156
63.00,,0.2156
64.50,,0.2160
66.00,,0.2160
67.50,,0.2151
69.00,,0.2146
70.50,,0.2132
72.00,,0.2123
73.50,,0.2104
75.00,,0.2099
76.50,,0.2095
78.00,,0.2095
79.50,,0.2109
81.00,,0.2113
82.50,,0.2123
84.00,,0.2127
85.50,,0.2132
87.00,,0.2137
88.50,,0.2137
90.00,,0.2137

CORRECTED ABSORBANCES
Time,,Sample 1
0.00,,0.4396
1.50,,0.4396
3.00,,0.4396
4.50,,0.4396
6.00,,0.4396
7.50,,0.4388
9.00,,0.4396
10.50,,0.4396
12.00,,-0.3000
13.50,,-0.3000
15.00,,-0.3000
16.50,,0.1966
18.00,,0.2067
19.50,,0.2081
21.00,,0.2071
22.50,,0.2067
24.00,,0.2057
25.50,,0.2048
27.00,,0.2048
28.50,,0.2044
30.00,,0.2048
31.50,,0.2053
33.00,,0.2057
34.50,,0.2048
36.00,,0.2044
37.50,,0.2044
39.00,,0.2053
40.50,,0.2076
42.00,,0.2095
43.50,,0.2109
45.00,,0.2113
46.50,,0.2109
48.00,,0.2104
49.50,,0.2099
51.00,,0.2104
52.50,,0.2123
54.00,,0.2151
55.50,,0.2165
57.00,,0.2170
58.50,,0.2156
60.00,,0.2151
61.50,,0.2156
63.00,,0.2156
64.50,,0.2160
66.00,,0.2160
67.50,,0.2151
69.00,,0.2146
70.50,,0.2132
72.00,,0.2123
73.50,,0.2104
75.00,,0.2099
76.50,,0.2095
78.00,,0.2095
79.50,,0.2109
81.00,,0.2113
82.50,,0.2123
84.00,,0.2127
85.50,,0.2132
87.00,,0.2137
88.50,,0.2137
90.00,,0.2137
